"country_code","country_name","track_id","track_name","popularity","album_id","album_name"
"NO","Norway","3dNv3OuX6ol9si6PZ9KSAh","Mama",58,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NO","Norway","1RQnYh2xw2BPpnzQFbO5r5","Too Much",57,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"NO","Norway","6ZNw9Cnc85OeHZrjMAZJfY","Goodbye",55,"4jbWZmf7kRxCBD6tgVepYh","Forever"
"NZ","New Zealand","1Je1IMUlBXcx1Fz0WE7oPT","Wannabe",81,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NZ","New Zealand","3FteycP8CaXS1MhjcXekVT","Stop",69,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"NZ","New Zealand","36AWdhZIGLUTkWpJDhe7va","2 Become 1",68,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NZ","New Zealand","5qGwqO0lkbBXw4xNfzT7SF","Spice Up Your Life",67,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"NZ","New Zealand","1yTQ39my3MoNROlFw3RDNy","Say You'll Be There",67,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NZ","New Zealand","1jI1aLmm5HTwiMtvsbwDJw","Who Do You Think You Are",65,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NZ","New Zealand","6BPDPcnbDMDf58srVzbfX9","Viva Forever",63,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"NZ","New Zealand","3dNv3OuX6ol9si6PZ9KSAh","Mama",58,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"NZ","New Zealand","1RQnYh2xw2BPpnzQFbO5r5","Too Much",57,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"NZ","New Zealand","6ZNw9Cnc85OeHZrjMAZJfY","Goodbye",55,"4jbWZmf7kRxCBD6tgVepYh","Forever"
"PL","Poland","1Je1IMUlBXcx1Fz0WE7oPT","Wannabe",81,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"PL","Poland","3FteycP8CaXS1MhjcXekVT","Stop",69,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"PL","Poland","36AWdhZIGLUTkWpJDhe7va","2 Become 1",68,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"PL","Poland","5qGwqO0lkbBXw4xNfzT7SF","Spice Up Your Life",67,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"PL","Poland","1yTQ39my3MoNROlFw3RDNy","Say You'll Be There",67,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"PL","Poland","1jI1aLmm5HTwiMtvsbwDJw","Who Do You Think You Are",65,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"PL","Poland","6BPDPcnbDMDf58srVzbfX9","Viva Forever",63,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"PL","Poland","3dNv3OuX6ol9si6PZ9KSAh","Mama",58,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"PL","Poland","1RQnYh2xw2BPpnzQFbO5r5","Too Much",57,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"PL","Poland","6ZNw9Cnc85OeHZrjMAZJfY","Goodbye",55,"4jbWZmf7kRxCBD6tgVepYh","Forever"
"SE","Sweden","1Je1IMUlBXcx1Fz0WE7oPT","Wannabe",81,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"SE","Sweden","3FteycP8CaXS1MhjcXekVT","Stop",69,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"SE","Sweden","36AWdhZIGLUTkWpJDhe7va","2 Become 1",68,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"SE","Sweden","5qGwqO0lkbBXw4xNfzT7SF","Spice Up Your Life",67,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"SE","Sweden","1yTQ39my3MoNROlFw3RDNy","Say You'll Be There",67,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"SE","Sweden","1jI1aLmm5HTwiMtvsbwDJw","Who Do You Think You Are",65,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"SE","Sweden","6BPDPcnbDMDf58srVzbfX9","Viva Forever",63,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"SE","Sweden","3dNv3OuX6ol9si6PZ9KSAh","Mama",58,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"SE","Sweden","1RQnYh2xw2BPpnzQFbO5r5","Too Much",57,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"SE","Sweden","6ZNw9Cnc85OeHZrjMAZJfY","Goodbye",55,"4jbWZmf7kRxCBD6tgVepYh","Forever"
"US","United States","1Je1IMUlBXcx1Fz0WE7oPT","Wannabe",81,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"US","United States","3FteycP8CaXS1MhjcXekVT","Stop",69,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"US","United States","36AWdhZIGLUTkWpJDhe7va","2 Become 1",68,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"US","United States","5qGwqO0lkbBXw4xNfzT7SF","Spice Up Your Life",67,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"US","United States","1yTQ39my3MoNROlFw3RDNy","Say You'll Be There",67,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"US","United States","1jI1aLmm5HTwiMtvsbwDJw","Who Do You Think You Are",65,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"US","United States","6BPDPcnbDMDf58srVzbfX9","Viva Forever",63,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"US","United States","3dNv3OuX6ol9si6PZ9KSAh","Mama",58,"3x2jF7blR6bFHtk4MccsyJ","Spice"
"US","United States","1RQnYh2xw2BPpnzQFbO5r5","Too Much",57,"3sr6lAuO3nmB1u8ZuQgpiX","Spiceworld"
"US","United States","6ZNw9Cnc85OeHZrjMAZJfY","Goodbye",55,"4jbWZmf7kRxCBD6tgVepYh","Forever"
